+------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|start_time|finish_tim|          queue_name|exec_hostn|num_exec_p| num_slots|job_exit_s|    application_name|job_i|job_pend_t|job_run_ti|job_mem_us|job_swap_u|job_cpu_ti|
|    380001|    736001|        hspice_short|  phas2978|2.0000000*|         2|      DONE|        hspice_short| 1270|         0|    356000|    212632|    587584|665.00000*|
|    601001|    736001|     star-rcxt_short|  phas0779|1.0000000*|         1|      DONE|     star-rcxt_short| 1885|         0|    135000|    182384|   1779968|46.000000*|
|    635001|    736001|           perf_long|  chas1761|1.0000000*|         1|      DONE|                perf| 1975|         0|    101000|   1471367|   2078784|94.0000000|
|    518001|    737001|           encounter|  phas3181|4.0000000*|         4|      DONE|           encounter| 1617|         0|    219000|   1795331|   3587760|268.00000*|
|    604001|    737001|     star-rcxt_short|  dhas0294|1.0000000*|         1|      DONE|     star-rcxt_short| 1897|         0|    133000|    289507|   1392184|45.000000*|
|    728001|    738001|       fsspice_short|  phas1893|1.0000000*|         1|      DONE|       fsspice_short| 2233|         0|     10000|    101472|    587328|4.0000000*|
|    364001|    738001|     primetime_short|  phas3533|4.0000000*|         4|      DONE|     primetime_short| 1212|         0|    374000|   1162110|   3634532|981.00000*|
|    385001|    738001|        hspice_short|  phas2977|2.0000000*|         2|      DONE|        hspice_short| 1284|         0|    353000|    212708|    587576|637.00000*|
|    368001|    739001|  verilog_regression|  phas2454|1.0000000*|         1|      DONE|  verilog_regression| 1243|         0|    371000|   7434969|   7809556|302.00000*|
|    590001|    739001|     star-rcxt_short|  phas1148|1.0000000*|         1|      DONE|     star-rcxt_short| 1862|         0|    149000|    167550|    954640|44.000000*|
|    727001|    739001|        hspice_short|  phas2961|2.0000000*|         2|      DONE|        hspice_short| 2229|         0|     12000|     61233|    429764|4.0000000*|
|    552001|    740001|     star-rcxt_short|  phas3545|1.0000000*|         1|      DONE|     star-rcxt_short| 1745|         0|    188000|     97627|   1075024|7.0000000*|
|    617001|    740001|     star-rcxt_short|  phas0697|1.0000000*|         1|      DONE|     star-rcxt_short| 1921|         0|    123000|   2565782|   3695336|44.000000*|
|    397001|    740001|       fsspice_short|  chas1609|1.0000000*|         1|      DONE|       fsspice_short| 1293|         0|    343000|    687478|   1506976|334.00000*|
|    604001|    740001|     star-rcxt_short|  phas3395|1.0000000*|         1|      DONE|     star-rcxt_short| 1895|         0|    136000|    132582|   1775536|44.000000*|
|    403001|    740001|  verilog_regression|  dhas0290|1.0000000*|         1|      DONE|  verilog_regression| 1323|         0|    337000|   6193624|   6555024|311.00000*|
|    268001|    740001|        hspice_short|  phas2971|2.0000000*|         2|      DONE|        hspice_short|  862|         0|    472000|    216285|    587564|915.00000*|
|    156001|    743001|  verilog_regression|hsandy2263|1.0000000*|         1|      DONE|  verilog_regression|  511|         0|    587000|    204681|    351648|584.00000*|
|    727001|    745001|        verilog_long|  chas3141|1.0000000*|         1|      DONE|        verilog_long| 2228|         0|     18000|     25144|    333528|4.0000000*|
|    279001|    746001|        hspice_short|  phas2978|2.0000000*|         2|      DONE|        hspice_short|  891|         0|    467000|    212074|    587080|914.00000*|
|    335001|    748001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -| 1123|         0|    413000|    242286|   1187700|90.0000000|
|     83001|    748001|  verilog_regression|hsandy2280|1.0000000*|         1|      DONE|  verilog_regression|  337|         0|    665000|    186831|    340900|661.00000*|
|    569001|    749001|       fsspice_short|  chas2517|1.0000000*|         1|      DONE|       fsspice_short| 1777|         0|    180000|    723246|   1531692|177.00000*|
|    634001|    749001|           fss_short|  chas1630|1.0000000*|         1|      DONE|           fss_short| 1963|         0|    115000|    174924|    673624|107.00000*|
|    239001|    750001|              fss_cm|  dhas0290|1.0000000*|         1|      DONE|              fss_cm|  742|         0|    511000|   1865864|   2354048|502.00000*|
|    617001|    750001|     star-rcxt_short|  phas1031|1.0000000*|         1|      DONE|     star-rcxt_short| 1922|         0|    133000|    287555|   1271736|46.000000*|
|    740001|    750001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 2298|         0|     10000|     15437|     33852|0.0000000*|
|    740001|    750001|               plong|  phas1239|1.0000000*|         1|      DONE|               cosim| 2296|         0|     10000|         0|         0|0.0000000*|
|    722001|    750001|                 gui|  phas3036|1.0000000*|         1|      DONE|           maskcheck| 2207|         0|     28000|     31343|   1000312|0.0000000*|
|    722001|    750001|               fspro|  chas2508|1.0000000*|         1|      DONE|               fspro| 2190|         0|     28000|    143553|    644608|16.000000*|
|    299001|    751001|        hspice_short|  phas2973|2.0000000*|         2|      DONE|        hspice_short|  963|         0|    452000|    213320|    587068|892.00000*|
|    500001|    751001|              fss_cm|  chas1623|1.0000000*|         1|      DONE|              fss_cm| 1552|         0|    251000|    785851|   1294240|237.00000*|
|    724001|    751001|               fspro|  chas2523|1.0000000*|         1|      DONE|               fspro| 2222|         0|     27000|    430345|    934536|16.000000*|
|    739001|    751001|       verilog_short|  phas2638|1.0000000*|         1|      DONE|   verilog_short_mem| 2280|         0|     12000|     29546|    306008|1.0000000*|
|    740001|    751001|       fsspice_short|  chas2717|1.0000000*|         1|      DONE|       fsspice_short| 2301|         0|     11000|     15946|    394280|3.0000000*|
|    740001|    751001|        hspice_short|  phas2973|2.0000000*|         2|      DONE|        hspice_short| 2287|         0|     11000|    127345|    496332|4.0000000*|
|    295001|    752001|        hspice_short|  phas2960|2.0000000*|         2|      DONE|        hspice_short|  938|         0|    457000|    213837|    587080|902.00000*|
|    601001|    752001|     star-rcxt_short|  phas3518|1.0000000*|         1|      DONE|     star-rcxt_short| 1884|         0|    151000|    284652|   1765592|44.000000*|
|    706001|    752001|  verilog_regression|  phas2663|1.0000000*|         1|      DONE|  verilog_regression| 2163|         0|     46000|     72309|    410008|8.0000000*|
|    740001|    752001|                 gui|  phas3244|1.0000000*|         1|      DONE|                  sx| 2299|         0|     12000|     17172|    584268|0.0000000*|
|    740001|    752001|       fsspice_short|  chas2671|1.0000000*|         1|      DONE|       fsspice_short| 2302|         0|     12000|     16029|    272900|4.0000000*|
|    432001|    753001|  verilog_regression|  phas2484|1.0000000*|         1|      DONE|  verilog_regression| 1395|         0|    321000|   7441473|   7867956|306.00000*|
|    638001|    753001|     star-rcxt_short|  phas0775|1.0000000*|         1|      DONE|     star-rcxt_short| 1994|         0|    115000|    287309|   1218376|33.000000*|
|    742001|    753001|        hspice_short|  phas2980|2.0000000*|         2|      DONE|        hspice_short| 2308|         0|     11000|     86178|    455472|4.0000000*|
|    742001|    753001|        hspice_short|  phas2985|2.0000000*|         2|      DONE|        hspice_short| 2307|         0|     11000|    130633|    494396|4.0000000*|
|    262001|    754001|        hspice_short|  phas2962|2.0000000*|         2|      DONE|        hspice_short|  843|         0|    492000|    212656|    587572|973.00000*|
|    728001|    754001|               fspro|  chas2768|1.0000000*|         1|      DONE|               fspro| 2232|         0|     26000|    270108|    767512|16.000000*|
|    740001|    754001|           fss_short|  chas1588|1.0000000*|         1|      DONE|           fss_short| 2289|         0|     14000|    127297|    889784|11.000000*|
|    744001|    754001|               plong|  chas2461|1.0000000*|         1|      DONE|               cosim| 2313|         0|     10000|         0|         0|0.0000000*|
|    397001|    755001|        hspice_short|  phas2977|2.0000000*|         2|      DONE|        hspice_short| 1295|         0|    358000|    213746|    587584|664.00000*|
|    745001|    755001|               plong|  chas1623|1.0000000*|         1|      DONE|               cosim| 2317|         0|     10000|     18490|    512512|0.0000000*|
|    223001|    756001|        hspice_short|  phas2984|2.0000000*|         2|      DONE|        hspice_short|  686|         0|    533000|    216114|    587580|1055.0000*|
|    416001|    756001|        hspice_short|  phas2960|2.0000000*|         2|      DONE|        hspice_short| 1347|         0|    340000|    216403|    587592|632.00000*|
|    574001|    756001|       fsspice_short|  chas2523|1.0000000*|         1|      DONE|       fsspice_short| 1796|         0|    182000|    748994|   1567016|178.00000*|
|    336001|    756001|           sischarac|  phas3404|1.0000000*|         1|      DONE|                   -| 1134|         0|    420000|    264756|   1205108|99.0000000|
|    740001|    756001|           fss_short|  chas1599|1.0000000*|         1|      DONE|           fss_short| 2290|         0|     16000|    168428|    929616|13.000000*|
|    400001|    757001|        hspice_short|  phas2966|2.0000000*|         2|      DONE|        hspice_short| 1308|         0|    357000|    213473|    587584|662.00000*|
|    740001|    757001|               fspro|  chas2861|1.0000000*|         1|      DONE|               fspro| 2303|         0|     17000|    294315|    794264|15.000000*|
|    608001|    758001|           fss_short|  chas2515|1.0000000*|         1|      DONE|           fss_short| 1912|         0|    150000|    177026|    685040|136.00000*|
|    336001|    758001|           sischarac|  phas3433|1.0000000*|         1|      DONE|                   -| 1136|         0|    422000|    250744|   1199020|99.0000000|
|    675001|    759001|            hs_short|  phas2973|2.0000000*|         2|      DONE|            hs_short| 2092|         0|     84000|    226367|    587636|72.000000*|
|    414001|    761001|           sischarac|  phas3428|1.0000000*|         1|      DONE|                   -| 1337|         0|    347000|    322273|   1272140|80.000000*|
|    746001|    762001|               fspro|  chas2468|1.0000000*|         1|      DONE|               fspro| 2320|         0|     16000|    393306|    890304|15.000000*|
|    313001|    763001|        hspice_short|  phas2980|2.0000000*|         2|      DONE|        hspice_short| 1023|         0|    450000|    215526|    587064|889.00000*|
|    539001|    764001|       fsspice_short|  chas1665|1.0000000*|         1|      DONE|       fsspice_short| 1717|         0|    225000|    784781|   1612180|219.00000*|
|    247001|    765001|        hspice_short|  phas2978|2.0000000*|         2|      DONE|        hspice_short|  828|         0|    518000|    213544|    587080|1017.0000*|
|    723001|    766001|       verilog_short|  phas2655|1.0000000*|         1|      DONE|       verilog_short| 2218|         0|     43000|    255843|    616816|7.0000000*|
|    757001|    767001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 2338|         0|     10000|     31554|    456720|0.0000000*|
|    757001|    767001|               plong|  phas3482|1.0000000*|         1|      DONE|               cosim| 2337|         0|     10000|     19223|    512512|0.0000000*|
|    653001|    768001|     star-rcxt_short|  phas3545|1.0000000*|         1|      DONE|     star-rcxt_short| 2022|         0|    115000|     69234|   1272024|32.000000*|
|    653001|    768001|     star-rcxt_short|  phas0697|1.0000000*|         1|      DONE|     star-rcxt_short| 2021|         0|    115000|    274776|   1219592|34.000000*|
|    757001|    768001|        lcalwb_model|  phas3270|1.0000000*|         1|      DONE|                   -| 2328|         0|     11000|     16267|    260424|0.0000000*|
|    742001|    768001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 2306|         0|     26000|     57500|    489448|4.0000000*|
|    450001|    769001|        hspice_short|  phas2980|2.0000000*|         2|      DONE|        hspice_short| 1425|         0|    319000|    223766|    587568|575.00000*|
|    245001|    769001|        hspice_short|  phas2977|2.0000000*|         2|      DONE|        hspice_short|  821|         0|    524000|    213924|    587568|1029.0000*|
|    757001|    769001|              caletc|  chas1568|1.0000000*|         1|      DONE|              caletc| 2329|         0|     12000|     16882|    264664|2.0000000*|
|    743001|    769001|               fspro|  chas2739|1.0000000*|         1|      DONE|               fspro| 2310|         0|     26000|    270360|    767512|15.000000*|
|    638001|    770001|     star-rcxt_short|  phas0693|1.0000000*|         1|      DONE|     star-rcxt_short| 1995|         0|    132000|    273309|   1208780|41.000000*|
|    743001|    770001|       verilog_short|  phas2602|1.0000000*|         1|      DONE|       verilog_short| 2311|         0|     27000|     16395|    259968|5.0000000*|
|    760001|    770001|           fss_short|  chas1589|1.0000000*|         1|      DONE|           fss_short| 2347|         0|     10000|     98794|    869388|4.0000000*|
|    397001|    771001|              fss_cm|  chas1649|1.0000000*|         1|      DONE|              fss_cm| 1292|         0|    374000|   1500686|   2009144|371.00000*|
|    170001|    772001|  verilog_regression|  pivy0069|1.0000000*|         1|      DONE|  verilog_regression|  532|         0|    602000|    212902|    359992|592.00000*|
|    653001|    772001|                 gui|  phas3043|1.0000000*|         1|      DONE|                  sx| 2024|         0|    119000|   3856658|   4681344|8.0000000*|
|    674001|    773001|           fss_short|  chas1591|1.0000000*|         1|      DONE|           fss_short| 2089|         0|     99000|    167904|    644120|91.0000000|
|    710001|    773001|           fss_short|  chas1602|1.0000000*|         1|      DONE|           fss_short| 2181|         0|     63000|    198703|    659004|50.000000*|
|    757001|    773001|           fss_short|  chas1599|1.0000000*|         1|      DONE|           fss_short| 2335|         0|     16000|    137260|    897452|13.000000*|
|    757001|    773001|           fss_short|  chas1594|1.0000000*|         1|      DONE|           fss_short| 2334|         0|     16000|     62372|    498488|11.000000*|
|    434001|    774001|        hspice_short|  phas2967|2.0000000*|         2|      DONE|        hspice_short| 1397|         0|    340000|    213665|    587572|628.00000*|
|    590001|    774001|     star-rcxt_short|  dhas0320|1.0000000*|         1|      DONE|     star-rcxt_short| 1863|         0|    184000|    285265|   1245128|45.000000*|
|    747001|    774001|       spectre_short|  chas1653|2.0000000*|         2|      DONE|       spectre_short| 2321|         0|     27000|     62114|    338612|0.0000000*|
|    670001|    775001|           fss_short|  chas1591|1.0000000*|         1|      DONE|           fss_short| 2063|         0|    105000|    175040|    667212|101.00000*|
|    760001|    776001|               fspro|  chas2847|1.0000000*|         1|      DONE|               fspro| 2348|         0|     16000|    388959|    890568|15.000000*|
|    569001|    779001|       fsspice_short|  chas2473|1.0000000*|         1|      DONE|       fsspice_short| 1776|         0|    210000|    694607|   1498788|203.00000*|
|    740001|    782001|              hs_med|  phas2972|2.0000000*|         2|      DONE|              hs_med| 2285|         0|     42000|    181360|    596232|46.000000*|
|    420001|    784001|        hspice_short|  phas2958|2.0000000*|         2|      DONE|        hspice_short| 1368|         0|    364000|    215836|    587584|673.00000*|
|    757001|    784001|              caldrc|  phas2222|4.0000000*|         4|      DONE|              caldrc| 2342|         0|     27000|     16530|     57808|9.0000000*|
|    757001|    784001|               fspro|  chas2666|1.0000000*|         1|      DONE|               fspro| 2341|         0|     27000|    161195|    663104|16.000000*|
|    284001|    784001|  verilog_regression|hsandy3364|1.0000000*|         1|      DONE|  verilog_regression|  922|         0|    500000|    181046|    329852|495.00000*|
|    722001|    784001|     star-rcxt_short|  phas0657|1.0000000*|         1|      DONE|     star-rcxt_short| 2204|         0|     62000|     73720|    637256|7.0000000*|
|    448001|    785001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 1416|         0|    337000|    145507|    505356|657.00000*|
|    740001|    785001|      encounter_asic|  phas3139|4.0000000*|         4|      DONE|      encounter_asic| 2286|         0|     45000|    370313|   1625476|12.000000*|
|    284001|    785001|        hspice_short|  phas2966|2.0000000*|         2|      DONE|        hspice_short|  923|         0|    501000|    215639|    587076|986.00000*|
|    556001|    786001|       fsspice_short|  chas1668|1.0000000*|         1|      DONE|       fsspice_short| 1762|         0|    230000|    691674|   1498772|222.00000*|
|    775001|    786001|                 gtb|  chas1526|1.0000000*|         1|      DONE|                 gtb| 2376|         0|     11000|    158441|    301956|4.0000000*|
|    671001|    787001|     star-rcxt_short|  phas3359|1.0000000*|         1|      DONE|     star-rcxt_short| 2072|         0|    116000|   1070461|   2126976|32.000000*|
|    776001|    787001|        hspice_short|  phas2966|2.0000000*|         2|      DONE|        hspice_short| 2379|         0|     11000|     39602|    379480|5.0000000*|
|    589001|    788001|       fsspice_short|  chas2482|1.0000000*|         1|      DONE|       fsspice_short| 1851|         0|    199000|    788592|   1612344|194.00000*|
|    500001|    789001|     primetime_short|  phas0683|4.0000000*|         4|      DONE|     primetime_short| 1560|         0|    289000|  10570086|  26092580|408.00000*|
|    778001|    789001|        hspice_short|  phas2982|2.0000000*|         2|      DONE|        hspice_short| 2382|         0|     11000|     84503|    453460|5.0000000*|
|    671001|    790001|     star-rcxt_short|  phas1213|1.0000000*|         1|      DONE|     star-rcxt_short| 2075|         0|    119000|    273619|   1270796|40.000000*|
|    674001|    790001|           fss_short|  chas2491|1.0000000*|         1|      DONE|           fss_short| 2088|         0|    116000|    165638|    664672|96.0000000|
|    763001|    790001|               fspro|  chas2654|1.0000000*|         1|      DONE|               fspro| 2355|         0|     27000|    128937|    626176|15.000000*|
|    279001|    791001|        hspice_short|  phas2979|2.0000000*|         2|      DONE|        hspice_short|  893|         0|    512000|    221853|    587572|1008.0000*|
|    775001|    791001|           fss_short|  chas1599|1.0000000*|         1|      DONE|           fss_short| 2370|         0|     16000|    166920|    929612|13.000000*|
|    781001|    791001|        hspice_short|  phas2977|2.0000000*|         2|      DONE|        hspice_short| 2397|         0|     10000|    117953|    494740|4.0000000*|
|    541001|    792001|           fss_short|  chas1630|1.0000000*|         1|      DONE|           fss_short| 1725|         0|    251000|    538685|   1037868|238.00000*|
|    728001|    793001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -| 2234|         0|     65000|    111944|    851820|2.0000000*|
|     49001|    794001|           fss_short|  chas2483|1.0000000*|         1|      DONE|           fss_short|  153|         0|    745000|   1179172|   1755284|731.00000*|
|    362001|    794001|        hspice_short|  phas2961|2.0000000*|         2|      DONE|        hspice_short| 1194|         0|    432000|    213679|    587064|851.00000*|
|    730001|    794001|           sischarac|  phas3403|1.0000000*|         1|      DONE|                   -| 2245|         0|     64000|     95905|    847424|1.0000000*|
|    730001|    795001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -| 2235|         0|     65000|    111928|    851816|2.0000000*|
|    731001|    795001|           sischarac|  phas3403|1.0000000*|         1|      DONE|                   -| 2246|         0|     64000|     95909|    847428|1.0000000*|
|    780001|    795001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 2393|         0|     15000|     29354|    153796|8.0000000*|
|    731001|    795001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2247|         0|     64000|     90391|    847428|1.0000000*|
|    779001|    795001|       fsspice_short|  chas2742|1.0000000*|         1|      DONE|       fsspice_short| 2390|         0|     16000|     44893|    527632|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2252|         0|     64000|     90367|    847432|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2253|         0|     64000|     90363|    847424|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2248|         0|     64000|     90367|    847428|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2251|         0|     64000|     90363|    847424|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2249|         0|     64000|     90371|    847432|1.0000000*|
|    732001|    796001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -| 2250|         0|     64000|     90363|    847428|1.0000000*|
|    690001|    796001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -| 2126|         0|    106000|    216678|    940472|23.000000*|
|    335001|    798001|        hspice_short|  phas2964|2.0000000*|         2|      DONE|        hspice_short| 1111|         0|    463000|    213558|    587064|916.00000*|
|    569001|    798001|       fsspice_short|  chas1656|1.0000000*|         1|      DONE|       fsspice_short| 1775|         0|    229000|    700272|   1506960|220.00000*|
|    730001|    799001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2236|         0|     69000|    127312|    878536|5.0000000*|
|    730001|    799001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2237|         0|     69000|    134036|    885148|6.0000000*|
|    790001|    800001|        lcalwb_model|  phas3270|1.0000000*|         1|      DONE|        lcalwb_model| 2423|         0|     10000|     56765|   1398372|0.0000000*|
|    283001|    801001|  verilog_regression|hsandy2361|1.0000000*|         1|      DONE|  verilog_regression|  916|         0|    518000|    171693|    320984|513.00000*|
|    792001|    801001|            hs_short|  phas2973|2.0000000*|         2|      DONE|            hs_short| 2436|         0|      9000|         0|         0|0.0000000*|
|    775001|    801001|               fspro|  chas2769|1.0000000*|         1|      DONE|               fspro| 2377|         0|     26000|    282959|    785048|16.000000*|
|    792001|    801001|            hs_short|  phas2973|2.0000000*|         2|      DONE|            hs_short| 2435|         0|      9000|     79397|    494548|1.0000000*|
|    792001|    801001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 2434|         0|      9000|     47457|    472764|1.0000000*|
|    792001|    801001|            hs_short|  phas2973|2.0000000*|         2|      DONE|            hs_short| 2433|         0|      9000|         0|         0|0.0000000*|
|    722001|    802001|           star-rcxt|  phas3531|2.0000000*|         2|      DONE|           star-rcxt| 2205|         0|     80000|    880452|   2192980|33.000000*|
|    792001|    802001|          userdefine|  phas2999|1.0000000*|         1|      DONE|                   -| 2443|         0|     10000|         0|         0|0.0000000*|
|    792001|    802001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 2444|         0|     10000|     15919|     33844|0.0000000*|
|    792001|    802001|    spectre_dedicate|  chas2467|2.0000000*|         2|      DONE|    spectre_dedicate| 2428|         0|     10000|     79302|    465844|2.0000000*|
|    792001|    802001|        hspice_short|  phas2973|2.0000000*|         2|      DONE|        hspice_short| 2437|         0|     10000|    118617|    494736|4.0000000*|
|    431001|    803001|        hspice_short|  phas2959|2.0000000*|         2|      DONE|        hspice_short| 1375|         0|    372000|    215761|    587560|682.00000*|
|    534001|    803001|       verilog_short|  phas2657|1.0000000*|         1|      DONE|   verilog_short_mem| 1676|         0|    269000|   1148928|   1555464|111.00000*|
|    775001|    803001|           fss_short|  chas1588|1.0000000*|         1|      DONE|           fss_short| 2369|         0|     28000|    158993|    920708|11.000000*|
|    687001|    803001|     star-rcxt_short|  phas0697|1.0000000*|         1|      DONE|     star-rcxt_short| 2113|         0|    116000|   3214080|   4663608|38.000000*|
|    331001|    805001|              fss_cm|  chas1646|1.0000000*|         1|      DONE|              fss_cm| 1093|         0|    474000|   1861399|   2374464|463.00000*|
|    795001|    805001|        hspice_short|  phas2962|2.0000000*|         2|      DONE|        hspice_short| 2455|         0|     10000|    125802|    502676|5.0000000*|
|    671001|    805001|     star-rcxt_short|  phas3300|1.0000000*|         1|      DONE|     star-rcxt_short| 2073|         0|    134000|    180637|    955860|36.000000*|
|    792001|    805001|           fss_short|  chas1599|1.0000000*|         1|      DONE|           fss_short| 2439|         0|     13000|    169164|    929748|11.000000*|
|    779001|    806001|               fspro|  chas2888|1.0000000*|         1|      DONE|               fspro| 2389|         0|     27000|    283097|    785044|19.000000*|
|    795001|    806001|           fss_short|  chas1589|1.0000000*|         1|      DONE|           fss_short| 2456|         0|     11000|    128382|    887880|5.0000000*|
|    569001|    807001|              fss_cm|  phas1909|1.0000000*|         1|      DONE|              fss_cm| 1793|         0|    238000|    800326|   1306280|227.00000*|
|    781001|    807001|               fspro|  chas2659|1.0000000*|         1|      DONE|               fspro| 2399|         0|     26000|    358920|    857180|16.000000*|
|    229001|    808001|        hspice_short|  phas2963|2.0000000*|         2|      DONE|        hspice_short|  736|         0|    579000|    212760|    587564|1125.0000*|
|    799001|    809001|        hspice_short|  phas2967|2.0000000*|         2|      DONE|        hspice_short| 2471|         0|     10000|     16487|    272916|4.0000000*|
|    671001|    810001|     star-rcxt_short|  phas3307|1.0000000*|         1|      DONE|     star-rcxt_short| 2074|         0|    139000|    106401|    874652|40.000000*|
|    775001|    810001|              hs_med|  phas2982|2.0000000*|         2|      DONE|              hs_med| 2366|         0|     35000|    171967|    595972|47.000000*|
|    676001|    810001|       verilog_debug|  phas2646|1.0000000*|         1|      DONE|verilog_regression_debug| 2095|         0|    134000|   1128776|   1477764|66.000000*|
|    452001|    811001|        hspice_short|  phas2981|2.0000000*|         2|      DONE|        hspice_short| 1447|         0|    359000|    212465|    587564|666.00000*|
|    574001|    812001|           perf_long|  phas3115|1.0000000*|         1|      DONE|                perf| 1810|         0|    238000|   1609425|   2280008|236.00000*|
|    453001|    812001|     primetime_short|  phas0550|4.0000000*|         4|      DONE|     primetime_short| 1455|         0|    359000|   3896683|   6647292|816.00000*|
|    796001|    814001|               fspro|  chas2746|1.0000000*|         1|      DONE|               fspro| 2463|         0|     18000|    282240|    778908|15.000000*|
|    448001|    816001|       fsspice_short|  chas2510|1.0000000*|         1|      DONE|       fsspice_short| 1411|         0|    368000|    693125|   1498768|359.00000*|
|    637001|    817001|  verilog_regression|  chas3141|1.0000000*|         1|      DONE|  verilog_regression| 1989|         0|    180000|    779851| 103800836|165.00000*|
|    331001|    818001|        hspice_short|  phas2974|2.0000000*|         2|      DONE|        hspice_short| 1096|         0|    487000|    217049|    587068|964.00000*|
|    792001|    818001|               fspro|  chas2523|1.0000000*|         1|      DONE|               fspro| 2425|         0|     26000|    449727|    952196|17.000000*|
|    634001|    819001|     star-rcxt_short|  phas1213|1.0000000*|         1|      DONE|     star-rcxt_short| 1971|         0|    185000|    272995|   1267512|99.0000000|
|    730001|    819001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2244|         0|     89000|    196260|    919768|7.0000000*|
|    809001|    819001|        hspice_short|  phas2966|2.0000000*|         2|      DONE|        hspice_short| 2503|         0|     10000|    123833|    494392|4.0000000*|
|    635001|    820001|     star-rcxt_short|  phas3306|1.0000000*|         1|      DONE|     star-rcxt_short| 1979|         0|    185000|    290693|   1271736|107.00000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2241|         0|     90000|    169848|    919292|7.0000000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2243|         0|     90000|    156124|    905868|7.0000000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2240|         0|     90000|    164520|    914280|6.0000000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2242|         0|     90000|    167252|    916912|7.0000000*|
|    722001|    820001|           fss_short|  chas2526|1.0000000*|         1|      DONE|           fss_short| 2191|         0|     98000|    208364|    959064|88.000000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2238|         0|     90000|    160084|    909916|6.0000000*|
|    730001|    820001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -| 2239|         0|     90000|    162740|    912480|7.0000000*|
|    792001|    820001|        dsg-compiler|  phas0680|2.0000000*|         2|      DONE|        dsg-compiler| 2441|         0|     28000|    227923|    753348|11.000000*|
|    809001|    820001|           fss_short|  chas2796|1.0000000*|         1|      DONE|           fss_short| 2507|         0|     11000|    135526|    928568|4.0000000*|
|    295001|    821001|        hspice_short|  phas2978|2.0000000*|         2|      DONE|        hspice_short|  937|         0|    526000|    213845|    587072|1026.0000*|
|    687001|    821001|     star-rcxt_short|  phas3355|1.0000000*|         1|      DONE|     star-rcxt_short| 2112|         0|    134000|    284180|   1270692|39.000000*|
|    775001|    821001|             mtshort|  chas1761|1.0000000*|         1|      DONE|                   -| 2367|         0|     46000|    149494|    378188|82.000000*|
|    810001|    821001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 2513|         0|     11000|     15433|     33848|0.0000000*|
|    810001|    821001|       spectre_short|  chas2461|2.0000000*|         2|      DONE|       spectre_short| 2509|         0|     11000|     15352|     34448|0.0000000*|
|    812001|    822001|        hspice_short|  phas2981|2.0000000*|         2|      DONE|        hspice_short| 2519|         0|     10000|    126583|    502928|5.0000000*|
|    813001|    822001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 2530|         0|      9000|    144607|    447752|1.0000000*|
|    414001|    822001|        hspice_short|  phas2980|2.0000000*|         2|      DONE|        hspice_short| 1331|         0|    408000|    483933|    836908|770.00000*|
|    487001|    822001|       fsspice_short|  chas2529|1.0000000*|         1|      DONE|       fsspice_short| 1518|         0|    335000|    741408|   1554068|331.00000*|
|    687001|    822001|                 gui|  phas3045|1.0000000*|         1|      DONE|                  sx| 2116|         0|    135000|    273606|   1090044|3.0000000*|
|    812001|    823001|           fss_short|  chas2491|1.0000000*|         1|      DONE|           fss_short| 2517|         0|     11000|    108787|    917068|5.0000000*|
